Emirate_Ar,Emirate_En,Year,اسم المحطة,Type of Location ,نوع موقع المحطة ,Station Name,Month_Ar,Month_En,Category_Type_Ar,Category_Type_En,Value,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,مدرسة العين,Urban/Residential,حضرية/ سكنية,Al Ain Islamic Institute,يناير ,Jan.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),75.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,الطوية,Urban/Residential,حضرية/ سكنية,Al Tawia,يناير ,Jan.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),86.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,زاخر,Urban/Residential, حضرية/ سكنية,Zakher ,يناير ,Jan.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),59.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,سويحان,Urban/Residential,حضرية/ سكنية,Sweihan,يناير ,Jan.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),91.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,القوع,Residential,ريفية/ سكنية,Al Qua'a,يناير ,Jan.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),-,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,طريق أبوظبي - طريف السريع,Traffic,جانب الطريق,Abu Dhabi- Tarif Road,يناير ,Jan.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),-,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013, بدع زايد,Urban/Residential,حضرية/ سكنية,Bida Zayed ,يناير ,Jan.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),134.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,حبشان,Residential,ريفية/ سكنية,Habshan South ,يناير ,Jan.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),-,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,الرويس,Industrial,صناعية  ,Ruwais ,يناير ,Jan.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),-,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,مدرسة غياثي,Down Town,وسط المدينة,Gayathi School,يناير ,Jan.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),145.0,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2013,واحة ليوا,Remote,نائية,Liwa Oasis,يناير ,Jan.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),125.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,الكرامة,Urban/Residential, حضرية/ سكنية,Karama,يناير ,Jan.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),61.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,تلال الامارات,Urban/Residential,حضرية/ سكنية,Emirates Hills,يناير ,Jan.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),104.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,مطار دبي,Urban/Residential,حضرية/ سكنية,Dubai Airport,يناير ,Jan.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),70.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,حتا,Down town,وسط المدينة ,Hatta,يناير ,Jan.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),45.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,ميناء جبل علي,Industrial ,صناعية  ,Jebel Ali Port,يناير ,Jan.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),87.0,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,شارع الشيخ زايد,Traffic,جانب الطريق,Shk. Zayed Road,يناير ,Jan.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),-,,,,,,,,,,,,,,,,,
دبي,Dubai,2013,شارع الشيخ محمد بن زايد,Traffic,جانب الطريق,Sheikh Mohd. Bin Zayed Rd.,يناير ,Jan.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),51.0,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2013,الجير,Residential,سكنية ,Al Jeer,يناير ,Jan.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),99.8,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2013,البريرات,Residential,سكنية ,Al Burairat,يناير ,Jan.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),241.8,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2013,القاسمية,Residential,سكنية ,AL Qasmiah,يناير ,Jan.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),261.9,,,,,,,,,,,,,,,,,
دبي,Dubai,2016,ديره,Residential- ommercial,سكنية-تجارية,Deira,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),79,,,,,,,,,,,,,,,,,
دبي,Dubai,2016,تلال الإمارات,Residential,سكنية,Emirates Hills,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),70,,,,,,,,,,,,,,,,,
دبي,Dubai,2016,شارع الشيخ زايد,Traffic,جانب الطريق,Shk. Zayed Road,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),16,,,,,,,,,,,,,,,,,
دبي,Dubai,2016,شارع الشيخ محمد بن زايد,Traffic,جانب الطريق,Sheikh Mohd. Bin Zayed Rd.,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),39,,,,,,,,,,,,,,,,,
الشارقة,Sharjah,2016,الحمرية,Industrial ,صناعية ,Al hummariah,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),112,,,,,,,,,,,,,,,,,
الشارقة,Sharjah,2016,كلباء,Residential,سكنية,Kalba,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),76,,,,,,,,,,,,,,,,,
عجمان ,Ajman,2016,مشيرف,Residential,سكنية ,Musharif,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),99,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2016,الجير,Residential,سكنية ,Al Jeer,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),184,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2016,البريرات,Residential,سكنية ,Al Burairat,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),81,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2016,القاسمية,Residential,سكنية ,AL Qasmiah,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),82,,,,,,,,,,,,,,,,,
رأس الخيمة ,Ras Al-Khaimah ,2016,غليلة,Residential,سكنية ,Ghalilah,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),81,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,شارع حمدان,Traffic,جانب الطريق,Hamdan Street,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),156,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مدرسة خديجة,Down Town,وسط المدينة ,Khadejah School,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),138,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مدرسة خليفة,Urban/Residential,حضرية/ سكنية,Khalifa School,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),101,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,المقطع,Urban/Residential,حضرية/ سكنية,Al Maqta,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),137,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مدينة خليفة أ,Urban/Residential, حضرية/ سكنية,Khalifa City A,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),126,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مدرسة بني ياس,Urban/Residential,حضرية/ سكنية,Baniyas School,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),117,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مصفح,Industrial,صناعية  ,Mussafah ,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),186,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,المفرق,Industrial,صناعية,Al Mafraq,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),149,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015, شارع العين,Traffic,جانب الطريق,Al Ain Street,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),126,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مدرسة العين,Urban/Residential,حضرية/ سكنية,Al Ain Islamic Institute,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),120,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,الطوية,Urban/Residential,حضرية/ سكنية,Al Tawia,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),115,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,زاخر,Urban/Residential, حضرية/ سكنية,Zakher ,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),85,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,سويحان,Urban/Residential,حضرية/ سكنية,Sweihan,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),103,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,القوع,Residential,ريفية/ سكنية,Al Qua'a,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),101,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015, بدع زايد,Urban/Residential,حضرية/ سكنية,Bida Zayed ,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),152,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,حبشان,Residential,ريفية/ سكنية,Habshan South ,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),156,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,الرويس,Industrial,صناعية  ,Ruwais ,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),155,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,مدرسة غياثي,Down Town,وسط المدينة,Gayathi School,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),-,,,,,,,,,,,,,,,,,
أبوظبي,Abu Dhabi  ,2015,واحة ليوا,Remote,نائية,Liwa Oasis,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),193,,,,,,,,,,,,,,,,,
دبي,Dubai,2015,الكرامة,Urban/Residential, حضرية/ سكنية,Karama,فبراير,Feb.,ركيز الجسيمات القابلة للاستنشاق (قطرها أقل من 10 ميكرون) (ميكروجرام/متر مكعب),Inhalable Particulate Matter Concentration  (PM-10) (µg/m³  ),62,,,,,,,,,,,,,,,,,
